LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,SEPT_STATUS,AUGUST_STATUS,JULY_STATUS,JUNE_STATUS,MAY_STATUS,APRILL_STATUS,SEPT_BILL,AUGUST_BILL,JULY_BILL,JUNE_BILL,MAY_BILL,APRIL_BILL,SEPT_PAID,AUGUST_PAID,JULY_PAID,JUNE_PAID,MAY_PAID,APRIL_PAID,DEFAULTED
500000,2,3,3,39,11,11,10,7,7,11,3625,0,501,501,902,544,398,501,0,544,544,0,0
500000,2,3,3,33,10,10,10,9,9,10,3994,7222,33823,130689,77736,151,8022,34000,100028,0,151,2682,0
500000,2,2,3,34,11,11,11,11,11,11,17172,34674,6229,11534,12482,18192,35454,6229,11534,12564,18192,32550,0
500000,2,3,3,46,9,9,9,9,9,10,196606,64144,49722,67909,61613,16932,10000,10000,20025,10000,20000,18000,0
500000,2,2,3,32,9,9,9,9,9,9,405490,417191,429469,431426,440026,449026,20000,19000,12000,9000,9000,443001,0
500000,2,2,3,36,11,11,11,11,11,11,-1,229,504,24125,19611,3100,230,625,24246,19709,3117,62754,0
500000,2,3,3,47,9,9,10,10,9,9,26110,12943,4814,18365,8728,28521,2064,5025,18571,5000,20000,0,0
500000,2,3,3,39,10,10,10,10,10,10,10840,1108,2111,920,920,920,1108,2111,920,920,920,0,0
500000,2,3,3,37,10,10,10,10,10,9,6694,17470,15091,1587,61385,56252,17470,15091,1587,61385,0,56733,1
500000,2,4,3,32,10,10,10,10,9,9,5353,5739,5578,57722,55468,55026,6081,5588,58476,1910,1974,2254,0
500000,2,3,3,52,9,9,9,9,9,9,76701,71680,67260,76145,74831,111826,2540,3334,15012,2822,40025,20067,0
500000,2,2,3,73,11,11,11,11,11,11,0,2826,2652,2835,8896,3850,2826,2652,2835,8896,3850,711,1
490000,2,2,3,30,9,9,9,9,9,9,192586,197967,201666,205798,196698,190306,10000,7143,7306,6303,6429,6000,0
490000,2,3,3,38,10,10,10,10,10,9,4290,4738,2803,6027,10722,8452,4738,2803,6027,10722,6000,1139,0
490000,2,2,3,30,9,9,9,9,9,10,26088,24092,24488,16995,-1527,62491,2003,2041,1092,4,64895,3003,0
490000,2,2,3,52,10,10,10,10,10,10,2779,22595,755,7000,0,4341,22595,762,7000,0,4341,1061,0
490000,2,3,3,37,10,10,10,9,9,10,36518,77996,274442,233793,49461,12207,77996,274526,4693,989,12207,93707,0
490000,2,2,3,42,10,10,10,9,10,10,15838,11356,25409,15926,8604,8941,11404,25458,86,8711,5034,1345,0
490000,2,3,3,37,8,7,9,9,9,9,18961,11232,19173,20400,27979,27622,0,9173,5400,7979,7622,0,0
490000,2,3,3,48,8,10,10,10,10,9,500,7081,1460,6213,6040,1155,7081,1460,6213,7195,0,878,0
490000,2,2,3,31,9,9,9,9,9,9,245566,238208,226020,212422,201680,164989,10095,9861,7055,6189,5046,5089,0
490000,2,2,3,31,9,9,9,9,9,9,470579,482733,492718,282450,287363,272578,19469,20000,12000,11000,10000,10000,0
490000,2,3,3,53,11,11,11,11,11,11,1700,8913,0,400,4186,6205,8913,0,400,4186,6205,2025,0
490000,2,2,3,30,9,9,9,9,9,9,195330,200768,206026,203938,198453,200496,8683,10021,8017,16270,6599,6024,0
490000,2,3,3,36,11,11,11,11,11,11,1886,9444,3180,7715,6507,3424,9480,3182,7779,6517,3434,5132,0
490000,2,2,3,38,11,11,11,11,11,11,0,0,0,0,163,1256,0,0,0,163,1256,1000,0
490000,2,2,3,52,10,10,10,10,10,10,7357,2779,22595,755,7000,0,2779,22595,762,7000,0,4341,0
480000,2,2,3,38,9,9,9,9,9,9,90258,76099,56776,37484,37906,18387,30000,1708,1292,1010,772,705,0
480000,2,2,3,54,11,11,11,11,11,11,17189,6013,1717,1385,0,0,6026,1717,1390,0,0,2300,0
480000,2,2,3,35,10,7,10,10,7,9,18214,11031,182123,188956,179179,181746,0,182123,12960,0,9000,50000,0
480000,2,3,3,38,9,9,9,9,9,9,384150,392013,361178,305024,289379,295768,15000,16000,12008,11000,11000,11000,0
480000,2,3,3,50,10,10,10,10,10,10,14638,11940,12318,6295,5284,6220,11956,12331,6295,5284,6220,9104,0
480000,2,2,3,45,10,10,10,10,10,10,1223,22308,6070,5924,547,1308,22313,6083,5924,547,1308,1480,1
480000,2,3,3,39,9,9,10,9,9,9,106660,400000,66270,80274,82160,110773,302000,66270,15000,3044,30042,34048,0
480000,2,3,3,45,10,9,10,10,10,10,17976,10928,650,1597,3750,9429,1008,650,1597,3750,9429,1000,0
480000,2,3,3,60,10,10,10,9,9,9,13406,7233,96977,67030,24334,28699,13736,96989,4,241,15819,28966,0
480000,2,2,3,37,10,10,10,10,10,10,5269,2217,9731,9272,2718,1498,2217,9731,9272,2718,1498,1138,0
480000,2,2,3,35,9,9,9,9,9,9,227221,243942,244961,248394,253596,211055,51000,10000,8000,8200,23000,8000,0
480000,2,2,3,37,10,10,10,10,10,10,24887,27984,82870,52263,19518,14785,27994,82979,52263,19518,14785,7931,0
480000,2,2,3,31,9,9,9,9,9,9,20824,21960,20885,19949,23031,27176,5004,5000,795,5000,5000,10000,0
480000,2,2,3,38,10,9,9,10,9,9,4658,10545,13258,51723,40511,37226,6000,3066,51800,5030,3039,3112,0
480000,2,3,3,38,9,9,9,9,9,9,29414,33482,37501,41399,35489,33081,5002,5002,5031,1006,986,986,0
480000,2,3,3,43,9,9,9,9,9,9,276681,282328,288120,294000,300000,3493,5647,5792,5880,6000,3493,21308,0
480000,2,2,3,46,10,10,10,11,10,9,993,1317,0,0,4415,1978,1317,0,0,4415,0,0,0
480000,2,3,3,39,9,9,9,10,9,9,98569,106660,400000,66270,80274,82160,10620,302000,66270,15000,3044,30042,1
480000,2,3,3,52,11,11,11,11,11,11,105286,86619,18802,34863,73914,47938,87170,18802,34874,73921,47938,56447,0
470000,2,2,3,36,10,9,9,10,10,10,873,1593,1518,285,688,2100,1005,1000,285,688,2100,1014,0
470000,2,2,3,27,9,9,9,9,10,9,152478,62084,54551,14363,97440,90717,3001,4005,2021,97441,5001,5001,1
470000,2,3,3,35,9,9,9,9,9,9,270005,262579,248080,232961,217802,202092,9500,9000,8086,14700,7000,9000,0
470000,2,2,3,35,9,9,9,9,9,9,64875,57920,59307,61500,59563,57368,2505,3000,3016,2200,3000,1600,0
470000,2,2,3,35,9,9,9,9,9,9,218675,225519,230011,234639,239502,244328,8717,8000,6671,6882,6960,8751,0
470000,2,3,3,47,9,9,9,9,9,7,447057,450070,451090,442237,450924,428239,17600,17400,15360,31000,0,28900,0
470000,2,3,3,46,9,9,9,7,9,9,42974,45277,54321,52932,46712,45537,3000,10000,0,6000,5000,10000,0
470000,2,2,3,49,9,10,10,10,10,10,3388,1359,7650,6682,1942,0,1359,7650,6682,1942,0,5870,1
470000,2,3,3,61,11,11,11,11,11,11,228,5215,3161,762,3637,16847,5241,3176,766,3673,16906,1437,0
470000,2,2,3,54,8,7,9,9,9,9,358581,351295,358671,367492,374249,381132,0,13033,14800,14359,13897,14425,0
470000,2,3,3,37,9,9,9,9,9,9,163000,160298,135683,128719,116173,104283,10047,5001,6010,4512,4012,3522,0
470000,2,3,3,42,9,9,9,9,9,10,10360,7450,5719,1730,-7,24672,2474,1751,1012,0,24679,2600,0
470000,2,3,3,28,9,9,9,9,9,9,178262,177644,171997,165014,158839,148035,6100,6000,7100,5100,5200,4900,0
470000,2,3,3,37,10,9,9,9,9,9,12572,5363,5660,42003,39994,41816,5305,3500,38007,3000,3507,2500,0
470000,2,3,3,37,11,11,11,11,11,10,0,0,0,0,0,924,0,0,0,0,924,32673,0
470000,2,3,3,39,10,9,9,9,9,9,235490,125853,143646,113422,96921,94405,25853,20745,13422,6921,5645,6114,0
470000,2,2,3,45,9,9,9,9,9,9,212948,188435,182687,153366,114451,122489,30000,15000,5052,5000,10000,15000,0
460000,2,2,3,33,9,9,9,9,9,9,128302,59254,52099,45512,39041,33571,2371,2008,1560,1457,1299,769,0
460000,2,3,3,43,11,11,11,11,11,11,7677,21748,4032,23724,12972,11111,21958,4052,23862,13036,11167,45034,0
460000,2,3,3,38,10,10,10,10,10,10,21203,21828,13776,8226,12497,4503,21833,13779,8226,12497,4503,5844,0
460000,2,2,3,39,10,10,10,7,9,10,15950,13101,22551,21851,22214,80132,13101,10000,0,10000,80132,4882,0
460000,2,3,3,54,10,10,10,10,10,10,7623,9483,18511,80877,45369,56789,9495,18513,80877,45369,56789,17540,0
460000,2,3,3,43,11,11,10,9,9,9,323408,261444,309622,297039,258056,188083,5229,580464,80017,31017,27,38700,0
460000,2,3,3,34,10,9,9,9,9,9,11689,12911,15418,22465,25546,36452,2000,3000,8000,4000,16000,6000,0
460000,2,3,3,45,10,10,10,10,10,10,184,1899,1819,1572,237,1572,1904,1819,1572,237,1572,230,0
460000,2,2,3,28,9,9,9,10,10,10,25537,23314,16098,3316,3316,3316,1335,10000,3316,3316,3316,3316,0
460000,2,3,3,32,9,9,10,10,10,10,5085,3883,5115,5714,1530,1868,3282,6000,5714,1530,1868,9250,0
460000,2,3,3,40,6,7,7,6,6,6,2650,2650,2650,2650,2650,2650,0,0,0,0,0,200,1
460000,2,3,3,37,8,7,9,9,9,9,268775,262956,268463,273066,278594,284423,0,9737,9060,9200,9480,9627,1
460000,2,2,3,40,9,9,9,9,9,9,133102,126956,126758,121857,122830,90219,5015,5032,4407,4040,3001,3109,0
460000,2,2,3,39,10,10,10,10,10,10,11403,14015,2978,11402,12072,7090,14029,2978,11402,12802,7090,793,0
460000,2,2,3,50,9,9,9,9,9,9,581319,552144,523423,493548,429966,427216,19141,19141,20141,14642,31549,15522,1
450000,2,3,3,40,11,11,11,11,11,11,5512,19420,1473,560,0,0,19428,1473,560,0,0,1128,1
450000,2,3,3,42,8,11,11,10,10,11,-200,-200,0,42000,0,0,0,200,42000,0,0,0,1
450000,2,3,3,37,9,9,10,10,10,10,13371,13480,5747,3339,9458,7231,4000,5747,3339,18916,7231,4972,0
450000,2,3,3,36,8,10,10,11,11,11,0,2500,2500,0,0,0,2500,2500,0,0,0,0,0
450000,2,2,3,44,9,9,9,9,9,9,10716,12254,12815,17782,9074,8490,8000,5000,7000,3000,2000,1626,0
450000,2,4,3,51,10,10,10,10,10,10,144396,150396,396,396,396,546,6396,396,396,396,546,396,0
450000,2,2,3,39,10,9,9,11,11,11,810,1810,0,0,0,0,1000,0,0,0,0,1040,0
450000,2,2,3,33,11,11,11,11,11,11,318,316,326,4007,0,0,316,326,4007,0,0,0,0
450000,2,3,3,42,10,10,10,10,10,10,72517,0,6281,3446,6157,0,0,6281,3446,6157,0,14380,0
450000,2,2,3,53,11,11,11,11,11,11,2542,2545,1158,1103,110,187,2557,1273,1109,0,187,2014,0
450000,2,3,3,40,8,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
450000,2,2,3,38,11,11,11,11,11,11,10972,15005,13887,17255,17515,0,15008,1200,5255,4566,0,3648,0
450000,2,3,3,41,10,9,9,7,10,10,2663,3146,3246,1623,1623,1694,2146,1623,0,1623,1694,2795,0
450000,2,3,3,35,10,10,10,10,10,10,6126,6869,16895,7312,6213,5073,6869,16918,7316,6213,5073,15532,0
450000,2,3,3,69,10,10,10,10,10,10,2000,0,1173,0,6265,2374,0,1173,0,6265,2374,708,1
450000,2,3,3,46,10,10,10,10,10,10,28205,3760,4148,2312,6909,4189,3793,4148,2312,6909,4189,1539,1
450000,2,3,3,33,9,9,9,9,9,9,67139,60995,62728,63223,63011,43156,3000,3000,2000,8110,2600,2000,0
450000,2,2,3,37,10,10,10,10,10,10,1212,791,2663,783,1730,-51443,1032,2663,783,1730,0,70803,1
450000,2,3,3,27,8,10,10,10,10,10,-4,969,2226,1878,-25,5029,973,2243,2236,0,5054,392,0
450000,2,3,3,29,9,9,9,9,9,9,72622,6920,7700,9700,11700,0,2000,1000,2000,2000,0,0,0
450000,2,2,3,38,9,9,9,9,9,9,87836,92361,96013,34079,35629,59829,6000,6000,10000,15000,35000,115000,0
450000,2,3,3,36,11,11,11,11,11,11,3961,2483,74,-73,14590,-70,2495,100,0,14663,0,14121,0
450000,2,3,3,38,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
450000,2,2,3,43,10,10,10,10,10,10,1448,6018,10402,6110,7848,14279,6018,10426,6110,7848,14279,20723,0
450000,2,3,3,38,9,9,9,9,9,9,108390,96704,84033,72279,55757,37161,4300,3073,3000,2000,1500,2000,0
450000,2,3,3,29,9,9,9,9,9,9,104457,68877,62223,65522,61413,63547,2489,2528,10179,10013,5183,5000,0
450000,2,2,3,34,9,9,9,9,9,9,372188,383052,74835,87584,95161,103398,20000,3703,15000,10000,10000,25000,0
450000,2,3,3,33,8,10,7,9,9,10,621,11368,2370,2823,2243,4322,11420,0,2243,0,4322,0,0
450000,2,2,3,43,11,11,11,11,11,11,7361,8670,6982,15945,7841,7676,8692,7010,15998,7871,7696,6957,0
450000,2,2,3,46,11,11,11,11,11,11,30535,83371,17471,10342,51786,45747,84267,17566,10401,52045,45812,169,0
450000,2,2,3,44,11,11,11,11,11,11,8521,15934,7266,8331,8188,10455,16080,7299,8364,8266,10505,7268,0
450000,2,3,3,39,11,11,11,11,11,11,8494,24178,5307,118852,11489,26518,25128,5318,118877,11489,26518,3575,0
450000,2,3,3,33,11,11,11,11,11,11,3485,2989,2278,4714,768,1069,3004,2289,4737,771,1074,370,0
450000,2,3,3,39,10,10,10,10,10,9,3664,4587,4562,5001,39243,25512,4595,4562,5001,39292,0,62597,0
450000,2,2,3,42,9,9,9,9,9,9,7669,13267,18748,24711,33111,50885,7272,8764,9823,11123,20274,5374,0
450000,2,3,3,49,8,10,10,10,10,9,0,557,0,2481,13716,19584,557,0,2481,13716,7100,812,0
450000,2,2,3,38,11,11,11,11,11,11,390,390,390,390,390,390,390,780,390,390,390,390,1
450000,2,2,3,41,9,10,9,10,10,10,104624,28114,19758,12518,18328,14879,28114,1424,12518,18328,14879,34744,0
450000,2,3,3,49,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
450000,2,2,3,53,11,11,10,10,10,10,0,0,1215,5772,2150,670,0,1215,5780,2150,670,3625,0
450000,2,3,3,33,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
450000,2,2,3,36,10,10,10,10,10,10,3087,2081,198,9532,3420,130,2081,198,9532,3420,130,878,0
450000,2,3,3,35,11,11,11,11,11,11,7240,1251,0,1620,0,4155,1251,0,1620,0,4155,11089,0
450000,2,3,3,35,10,10,11,7,10,10,403,0,0,390,390,390,0,0,390,390,390,390,0
450000,2,3,3,54,11,11,11,11,11,11,2500,0,0,0,0,0,0,0,0,0,0,0,0
440000,2,2,3,46,9,9,9,9,9,9,180641,181557,149944,113135,105280,97622,8610,6907,3727,3800,4001,2701,0
440000,2,3,3,37,10,10,9,10,10,10,10858,46104,21349,11569,-1401,1773,50004,20000,12000,0,3773,0,0
440000,2,3,3,54,7,9,9,9,9,9,276955,198150,183825,185971,189968,193799,8752,8200,6700,7000,6870,7000,1
440000,2,2,3,42,8,11,11,11,11,11,22597,7288,5683,-20,-20,9881,7324,5683,20,0,9901,121971,0
440000,2,3,3,35,9,9,9,9,9,9,128808,133340,133075,109705,111202,116169,10000,5000,5000,7126,10000,10000,0
440000,2,3,3,37,10,10,10,10,10,10,5302,13333,686,-414,2736,12586,13333,1383,0,3150,13000,5500,0
440000,2,3,3,33,11,11,11,11,11,10,0,0,0,0,0,100,0,0,0,0,100,300,0
440000,2,2,3,47,8,10,10,10,10,10,-6,1160,1807,-11,2220,165,1166,1891,0,2231,165,1573,1
440000,2,4,3,32,9,9,9,9,9,9,324469,324109,287932,287892,276902,221866,11129,10300,11098,11200,12000,131400,0
440000,2,2,3,28,11,11,11,11,11,11,8325,-4341,-15641,7059,-4220,-16370,0,752,34000,284,3650,52719,0
440000,2,2,3,40,10,10,10,10,10,10,3278,2028,981,873,873,840,2035,982,874,874,841,7453,0
440000,2,2,3,45,10,10,10,6,7,7,600,-420,417,2217,1321,8879,0,1937,1800,0,8480,0,1
440000,2,2,3,33,9,9,9,7,9,9,411970,420142,443407,431200,440000,-6948,15003,30000,0,9000,788,0,0
440000,2,3,3,40,9,9,9,9,9,9,416044,424528,434015,434419,393135,385578,16500,17500,17000,14500,14500,13500,0
440000,2,2,3,41,9,9,9,9,9,9,348397,356586,366049,262697,267922,274502,14006,19077,9518,9576,11083,12010,0
440000,2,3,3,39,9,9,9,9,9,9,388357,390101,387948,354871,238196,200777,14193,14740,9655,6453,5478,4919,1
440000,2,3,3,53,9,9,9,9,9,9,295180,284145,255143,234395,216318,202530,13007,9102,10003,5000,5000,6000,0
440000,2,4,3,64,9,9,9,9,9,9,133996,136606,136771,141131,147251,150332,6319,5000,6625,10000,5443,5501,0
440000,2,2,3,46,9,9,9,9,9,9,177425,180641,181557,149944,113135,105280,7700,8610,6907,3727,3800,4001,0
440000,2,3,3,41,10,10,10,9,9,9,3982,12516,15869,20849,331985,185315,16282,16031,23613,320008,5721,5376,0
440000,2,3,3,36,9,10,10,10,9,9,14234,11061,19669,18613,13669,24849,11066,19669,33152,0,20000,7046,0
440000,2,2,3,32,7,9,9,9,9,9,339410,324469,324109,287932,287892,276902,11500,11129,10300,11098,11200,12000,0
440000,2,2,3,44,9,9,9,11,11,11,70548,42651,0,27549,77349,10456,20000,0,27549,50000,18956,9307,0
440000,2,2,3,39,9,9,9,9,9,9,58639,66698,43399,44534,25341,20000,30000,2000,24534,5000,20000,20839,0
440000,2,3,3,31,9,10,10,10,10,11,232526,1025,0,26549,0,1000,1025,0,26549,0,1000,150,0
440000,2,3,3,54,9,9,9,9,9,9,293717,254498,169622,169140,152404,138447,9700,6323,5700,4800,4000,4500,0
430000,2,2,3,42,9,9,9,9,9,9,89395,90052,90604,91200,92134,92834,3243,3200,3185,3500,3500,3420,0
430000,2,2,3,30,7,9,9,9,9,9,332721,277080,219739,210142,179350,130328,10896,8123,7522,7003,4700,5000,1
430000,2,3,3,48,10,10,11,11,11,10,9900,0,0,0,0,2299,0,0,0,0,2299,37980,0
430000,2,3,3,33,11,11,11,11,11,10,1837,373,1198,0,538,77543,373,1198,0,538,77543,584,0
430000,2,3,3,35,10,10,10,10,10,9,3642,492,0,925,12151,39673,492,0,925,12151,29000,30000,0
430000,2,3,3,43,10,10,10,10,10,10,20849,3662,7719,4437,2912,6368,3814,7759,4451,2915,6383,9025,0
430000,2,3,3,34,10,10,10,10,10,10,5149,4588,11164,1531,9848,10178,4600,11220,1531,9902,10202,5926,0
430000,2,2,3,32,11,11,10,7,9,9,-15308,-33350,95740,77875,62675,48764,8,145740,7,2500,2021,2000,0
430000,2,2,3,43,10,10,10,9,9,9,8894,11198,14861,13846,13451,16162,11198,14861,1400,951,14082,14482,0
430000,2,2,3,36,8,11,11,11,11,11,1821,2324,2250,3004,1074,1623,2324,2250,3004,1074,1623,2493,0
430000,2,3,3,37,10,10,10,10,10,10,1669,412,23547,5064,13258,2249,416,23547,5064,13258,2249,3686,0
430000,2,2,3,28,9,9,9,9,9,9,25968,22938,18753,14734,17572,18784,1313,5002,1000,5000,5000,2000,0
430000,2,2,3,42,7,7,7,7,7,7,289358,296219,300873,294527,308523,318274,13000,11000,0,19000,15000,0,1
430000,2,3,3,42,11,11,11,11,11,11,1580,1526,806,2792,3010,-200,1526,806,2792,3010,200,0,0
430000,2,2,3,41,11,11,11,11,11,11,2830,21419,15555,6705,6705,5673,21419,0,6705,0,5673,7791,0
430000,2,2,3,47,10,10,10,10,10,10,1343,909,5271,757,157,157,909,5319,757,157,157,5989,0
430000,2,2,3,42,7,7,7,7,7,7,282880,289358,296219,300873,294527,308523,12700,13000,11000,0,19000,15000,1
430000,2,2,3,37,9,9,9,9,9,9,17800,18175,11153,11073,2853,3177,2003,2000,1030,2350,2000,1150,0
430000,2,3,3,37,11,11,11,11,11,11,1013,0,2320,0,4139,0,0,2320,0,4139,1015,0,1
430000,2,3,3,46,11,11,11,11,11,11,9270,43717,4153,4196,447,0,43717,4153,4196,447,0,3566,0
430000,2,3,3,43,9,10,10,10,10,10,30000,28490,33490,30636,30240,0,28647,35000,30636,30241,0,179,0
430000,2,3,3,38,8,10,10,11,11,10,-469,215,-101,-1217,-2333,2351,1000,0,0,0,5000,12000,0
430000,2,2,3,42,9,9,9,9,9,9,89756,89395,90052,90604,91200,92134,3169,3243,3200,3185,3500,3500,0
430000,2,2,3,42,10,10,10,10,9,10,38495,11935,32878,115683,84049,37210,11935,32887,115683,0,37210,29559,0
420000,2,3,3,37,10,10,10,10,10,10,38386,316,9894,13811,12141,11820,316,9894,13811,12141,11820,38800,1
420000,2,2,3,36,10,10,10,10,10,10,3663,4338,3400,2535,3216,4652,4338,3400,2535,3216,2652,2500,0
420000,2,2,3,57,10,10,10,10,10,10,666,2629,4352,1440,1486,2290,2629,4360,2064,1486,2290,1290,0
420000,2,3,3,40,11,11,11,11,11,11,1794,7748,2950,17827,23711,63784,7786,2965,18048,23831,64101,30731,0
420000,2,3,3,36,10,10,10,10,10,10,0,1493,0,11511,14916,15564,0,0,11511,14916,15564,11339,0
420000,2,3,3,34,10,9,9,10,9,10,440,1479,2940,3160,4160,883,1039,1500,3160,1000,883,28000,0
420000,2,2,3,30,9,9,10,9,9,10,83640,63751,153092,111922,88709,36484,1275,156564,0,0,36484,69380,0
420000,2,2,3,40,11,11,11,11,11,10,3976,2892,2890,3391,2409,4270,2916,7898,3401,2416,4281,3785,1
420000,2,2,3,29,9,9,9,9,9,9,56255,121215,132536,131704,331059,328958,71536,12536,11704,212059,12958,12819,0
420000,2,3,3,45,8,10,10,10,10,10,-34,10321,6244,2970,3608,3019,2686,6500,3004,3797,3103,4302,0
420000,2,3,3,39,9,9,9,9,9,9,304964,312224,315822,275393,278745,244543,14000,11230,10000,8091,6965,6362,0
420000,2,3,3,30,10,10,10,10,10,10,3790,19292,15068,37435,-1896,18995,19292,15087,37435,287,25087,3046,0
420000,2,3,3,32,9,9,9,9,9,9,45465,46232,31233,22768,22588,22172,1706,1401,804,852,0,8100,0
420000,2,2,3,47,8,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
420000,2,2,3,36,9,9,9,9,9,9,185882,172613,134188,121983,111256,103481,10000,10000,10000,11256,13841,15059,0
420000,2,3,3,29,11,10,10,10,10,10,3020,2916,1985,6850,1822,4249,2916,1985,6860,1822,4249,444,0
420000,2,2,3,50,9,9,9,9,9,9,405779,412684,411394,277995,249697,258353,16000,15000,182781,99000,13000,35000,0
420000,2,2,3,40,9,9,9,7,9,9,33561,38901,38710,38022,20256,22743,5900,900,101,3000,3000,5000,0
420000,2,3,3,45,7,9,9,9,9,9,412289,414634,409078,412057,402926,373095,16272,17029,15514,15056,13707,14128,1
420000,2,3,3,45,8,10,10,10,10,9,0,23621,29042,35000,292962,247622,23621,29052,35000,292962,0,606,0
420000,2,3,3,47,8,10,10,9,9,9,0,14165,53697,50081,44875,42691,14165,55732,1563,1594,1454,1535,0
420000,2,2,3,41,9,9,9,9,9,9,373978,389754,366938,361024,354813,344221,33808,14996,13209,12890,11081,16298,1
420000,2,2,3,35,9,9,9,9,9,9,67877,68979,57706,55628,54797,52759,3527,3000,4000,2500,2000,2100,0
420000,2,2,3,32,9,9,9,9,9,9,89863,16500,17493,17215,17248,17763,1782,1275,1281,617,793,1000,0
420000,2,2,3,37,11,11,11,11,11,11,4904,5248,5344,5058,2019,2443,5332,5348,5065,2019,2443,4697,0
420000,2,3,3,33,7,10,9,10,10,9,8117,20837,21610,10654,4427,1800,20837,1118,10658,6341,0,3,0
420000,2,3,3,42,8,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1
420000,2,2,3,40,10,9,9,9,7,9,101873,99516,99873,100361,90052,89112,3517,3537,6810,0,2764,3500,0
420000,2,3,3,46,11,11,11,11,11,11,19629,8705,18653,36076,27823,0,8765,18728,36430,27906,0,9268,0
420000,2,2,3,32,9,9,9,9,9,9,546485,228070,184810,131304,110930,84193,18546,8931,4940,1796,3100,133131,0
420000,2,2,3,31,9,9,9,9,9,9,147344,116483,90368,85616,81461,77925,4153,4031,3040,3026,3017,3079,0
420000,2,2,3,37,9,9,9,10,9,9,36032,41932,9778,158901,161876,165378,7022,1846,163862,6000,6000,6000,0
420000,2,2,3,46,9,9,9,9,9,9,347531,345620,344364,202241,196082,189064,13503,15031,7011,7010,7013,7015,0
420000,2,3,3,32,10,10,11,11,11,11,8871,358,0,0,20,0,358,0,0,20,0,0,0
420000,2,3,3,44,8,7,9,9,9,9,35545,34332,35097,33025,36945,37276,6,3016,1846,5005,2005,1462,0
420000,2,2,3,33,9,9,9,9,9,9,52018,60519,67083,69424,63523,60630,10000,10083,10094,10000,2500,5000,0
420000,2,2,3,46,9,9,9,9,9,9,254275,249677,232028,233055,191518,192313,10004,11020,10238,10022,7000,6000,0
420000,2,2,3,37,9,9,9,9,9,9,101987,96544,94199,90395,89513,92792,6000,6045,5000,6000,5000,4000,0
420000,2,3,3,39,9,9,9,9,9,9,298753,304964,312224,315822,275393,278745,13000,14000,11230,10000,8091,6965,1
420000,2,2,3,34,9,9,9,9,10,10,49256,48264,45983,41494,41065,40666,4000,2650,1043,42000,40666,48424,0
420000,2,2,3,29,9,9,9,9,9,9,48455,34993,35340,54763,59037,60290,2011,3000,20000,5000,2000,3000,0
420000,2,2,3,38,9,10,10,10,10,10,56107,53309,-11,51555,2093,5773,53400,0,51566,2093,5773,2984,0
420000,2,2,3,34,9,9,9,9,9,10,158471,44131,32423,18824,0,21082,1644,1436,1000,0,21082,228548,1
410000,2,4,3,42,9,9,9,9,9,9,338106,342904,344464,240865,234939,240176,15000,14000,9000,8500,9000,8300,0
410000,2,3,3,31,10,10,7,7,11,11,2744,2041,630,-736,-1591,-2303,2051,5,266,266,253,6384,0
410000,2,2,3,41,9,9,9,9,9,9,354506,363666,369776,368779,369358,368043,14600,15500,14000,13580,14000,19000,1
410000,2,2,3,50,9,9,9,9,9,9,246659,248934,246011,240845,213767,214410,11000,10000,7500,8000,8000,7000,0
410000,2,2,3,29,11,11,11,10,10,9,6764,6500,6764,1743,149153,145597,6500,6764,3542,161064,5072,4891,0
410000,2,3,3,38,7,7,7,9,9,9,180922,184241,176857,175193,165929,114527,7670,2,5561,5432,4546,5191,1
410000,2,3,3,46,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1
410000,2,3,3,53,10,10,10,10,10,10,4213,187,7884,1842,1129,7592,187,7898,1842,1129,7592,0,0
410000,2,3,3,35,10,10,11,11,11,10,99687,0,0,0,0,18000,0,0,0,0,18000,0,0
410000,2,2,3,35,9,10,10,9,10,10,11193,1831,13745,6033,8326,8926,1831,13745,121,8326,8926,26392,0
410000,2,3,3,37,9,9,9,9,9,10,54326,23223,25865,21619,19336,1433,5000,15014,5034,10006,1433,371,0
410000,2,3,3,44,11,11,11,11,11,11,-1,1733,-2506,-2506,-2506,-2506,1734,2506,0,0,0,0,0
410000,2,2,3,43,9,9,9,9,9,9,6917,7548,8726,9760,9570,8935,1130,2000,2200,312,500,363,0
410000,2,3,3,34,8,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,3996,0
410000,2,3,3,42,10,10,10,7,10,10,12327,2306,4054,3830,3160,49828,2324,4204,0,3160,49828,1647,0
410000,2,2,3,41,7,9,9,9,9,9,348559,354506,363666,369776,368779,369358,13000,14600,15500,14000,13580,14000,1
410000,2,2,3,50,9,9,9,9,9,9,249152,246659,248934,246011,240845,213767,9000,11000,10000,7500,8000,8000,0
410000,2,2,3,50,9,9,9,9,9,9,358896,361330,360396,367893,375268,383121,13000,13100,13500,13500,13900,15000,0
