LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,DEFAULTED
80000,1,2,2,36,0
100000,2,2,2,56,1
390000,2,3,2,28,0
120000,1,2,3,52,0
20000,2,2,2,35,0
150000,2,2,2,24,1
20000,1,2,3,38,1
20000,1,3,3,44,0
250000,1,3,2,44,0
230000,2,2,2,25,0
20000,1,1,3,40,0
80000,2,2,3,41,0
310000,2,2,2,32,0
480000,1,3,2,49,0
20000,2,3,2,24,0
50000,1,1,3,22,0
190000,1,2,3,35,1
50000,1,2,2,41,0
50000,2,2,2,29,1
50000,1,2,3,38,0
300000,2,2,3,45,0
60000,1,2,3,33,0
260000,1,3,2,28,0
190000,1,3,2,27,0
500000,1,1,1,53,0
300000,2,3,2,31,0
50000,1,2,2,43,1
50000,2,1,3,27,1
130000,2,2,3,42,0
80000,1,3,3,38,0
50000,1,2,1,37,0
50000,2,2,2,31,0
120000,2,3,2,27,0
220000,2,3,2,33,0
50000,2,3,2,35,0
90000,2,3,2,29,0
360000,2,2,2,43,0
280000,2,2,3,49,0
270000,2,3,3,57,0
200000,1,3,3,31,0
80000,1,1,2,25,0
60000,2,3,2,34,0
60000,2,2,2,31,0
90000,2,3,2,28,0
10000,2,1,1,48,0
140000,1,2,2,36,0
280000,1,3,3,42,1
140000,2,2,3,24,0
110000,1,1,3,52,0
120000,2,1,2,26,0
130000,2,2,3,39,0
290000,1,2,3,48,0
80000,1,2,3,33,0
50000,2,2,2,22,1
450000,2,2,3,33,0
50000,1,1,3,37,1
170000,2,3,2,27,0
210000,1,2,2,30,0
30000,2,2,2,23,0
230000,1,3,2,33,0
170000,1,2,2,34,1
20000,2,2,2,22,0
50000,1,1,3,54,0
100000,2,2,3,42,0
140000,2,3,2,27,0
100000,2,3,2,30,0
150000,2,3,3,37,1
60000,2,1,2,23,1
200000,1,1,3,33,1
200000,2,3,2,27,0
50000,2,3,2,35,1
60000,1,2,2,32,0
50000,2,1,3,32,1
140000,2,2,3,55,0
640000,2,3,2,41,0
210000,1,2,3,41,1
60000,2,2,3,27,0
80000,2,2,3,32,1
290000,2,3,3,37,1
150000,2,3,2,28,0
200000,2,2,2,40,0
130000,2,2,2,29,1
490000,1,2,2,34,0
200000,1,2,3,40,1
210000,2,3,3,54,0
260000,2,3,2,29,1
80000,1,2,3,42,0
50000,1,1,3,53,0
210000,2,2,2,30,0
210000,2,2,1,52,0
40000,2,1,3,41,0
110000,2,2,3,33,0
50000,1,3,2,49,0
80000,2,3,2,27,0
80000,2,3,2,37,1
250000,2,3,2,43,0
100000,2,3,2,27,0
50000,1,2,2,29,1
150000,2,3,2,32,1
70000,1,2,2,30,1
150000,1,3,2,29,0
360000,2,3,2,31,0
90000,1,2,2,29,0
160000,2,2,3,28,0
70000,2,2,2,36,0
360000,2,2,3,33,0
420000,2,3,2,33,0
50000,2,2,3,47,0
160000,2,2,2,28,1
100000,2,2,3,38,0
240000,2,1,3,41,0
390000,2,3,2,42,0
80000,2,2,3,37,0
360000,2,3,2,29,1
210000,2,2,3,34,0
320000,2,3,2,28,1
20000,2,1,3,50,0
180000,2,2,3,27,1
490000,1,2,3,50,0
30000,2,2,2,22,0
290000,2,3,3,34,0
340000,2,2,3,46,0
40000,2,2,3,43,0
50000,1,2,2,23,0
30000,1,2,2,30,1
60000,2,3,2,34,0
180000,1,4,2,29,0
160000,1,1,3,57,0
170000,1,3,3,33,0
50000,1,2,3,42,0
50000,1,2,3,45,0
360000,2,3,3,32,0
160000,2,2,3,35,1
260000,2,3,2,39,0
350000,2,3,2,31,0
30000,2,2,2,26,0
180000,2,2,2,27,0
230000,2,3,2,30,0
50000,2,3,2,29,0
370000,1,2,3,38,1
30000,1,2,3,42,0
280000,1,3,2,31,0
210000,2,2,2,53,1
150000,2,3,3,49,0
170000,2,3,2,30,0
80000,1,2,2,28,0
30000,2,2,3,29,1
50000,1,2,2,38,0
140000,2,2,2,24,0
30000,2,3,3,22,0
50000,1,2,3,45,0
20000,1,3,2,24,0
180000,1,3,3,37,0
30000,1,2,2,46,0
210000,1,2,2,26,0
30000,1,2,2,35,0
50000,2,2,2,31,0
270000,2,3,2,31,0
70000,2,2,2,25,0
110000,1,2,2,32,0
20000,2,3,2,24,1
150000,1,2,3,37,1
420000,1,3,3,59,0
20000,1,3,2,24,0
50000,1,2,2,51,0
170000,1,3,2,51,0
20000,1,1,3,35,0
360000,2,1,2,36,1
280000,2,3,2,34,0
340000,1,3,2,35,0
180000,1,3,3,46,1
280000,1,3,2,33,1
60000,1,3,2,27,1
150000,1,3,3,56,1
300000,2,3,2,24,0
210000,2,3,3,34,0
50000,1,3,2,29,0
140000,2,3,2,30,0
180000,2,3,2,42,0
380000,1,1,3,44,0
10000,2,2,2,22,0
50000,1,1,3,45,0
50000,2,2,2,22,1
50000,2,3,2,25,0
140000,2,2,3,37,0
110000,1,2,2,36,0
260000,1,2,3,63,0
50000,2,2,2,26,0
180000,2,3,2,30,0
150000,2,2,2,26,0
80000,2,3,3,39,0
210000,2,3,2,31,0
320000,1,3,3,44,0
100000,2,2,3,36,0
100000,2,3,3,35,0
50000,1,3,2,24,0
240000,1,1,3,43,1
300000,2,3,2,33,0
200000,2,3,2,30,1
270000,2,3,3,31,0
150000,2,3,2,26,1
260000,2,2,2,29,0
50000,2,2,2,24,0
130000,2,2,3,32,1
80000,2,3,2,28,0
20000,1,3,2,32,0
410000,2,2,3,50,0
80000,1,2,3,36,1
160000,2,1,3,58,0
500000,2,3,2,40,0
20000,2,2,3,36,0
180000,2,4,3,34,0
200000,2,2,3,45,1
310000,1,1,3,44,0
160000,1,3,2,40,0
170000,2,1,3,61,0
500000,1,3,3,45,1
140000,2,3,2,28,0
80000,2,1,3,48,0
420000,2,2,2,28,0
90000,2,1,4,24,0
280000,2,3,2,31,0
20000,1,1,3,44,0
170000,2,2,3,31,0
30000,2,2,2,26,0
20000,1,1,2,26,0
280000,2,3,3,49,1
30000,2,1,2,40,0
170000,2,3,3,38,0
290000,2,3,3,38,0
290000,2,3,2,24,0
360000,2,2,2,33,0
190000,2,2,3,34,0
90000,1,2,2,26,0
20000,1,1,2,48,0
290000,2,2,3,42,0
460000,2,3,2,38,0
230000,2,3,2,26,0
170000,1,2,3,37,0
180000,2,3,3,40,0
20000,1,2,2,27,0
50000,1,2,3,25,0
200000,1,3,2,30,0
80000,2,1,3,53,0
380000,1,3,3,53,0
500000,1,3,3,40,1
170000,1,2,3,49,1
20000,2,3,2,23,0
320000,2,2,3,32,0
50000,2,3,2,23,1
400000,1,2,3,45,0
320000,2,3,2,33,0
200000,1,3,2,28,0
20000,1,3,2,28,1
230000,2,1,2,42,1
130000,2,3,2,29,1
310000,1,3,2,28,1
50000,2,1,2,58,0
90000,1,1,2,45,0
260000,2,1,3,42,0
270000,1,3,2,36,0
210000,2,3,2,30,0
220000,2,2,2,52,0
80000,1,2,2,30,1
50000,2,1,2,61,0
20000,2,2,3,39,0
20000,2,3,2,23,0
100000,2,3,2,25,0
320000,1,2,2,32,0
200000,2,2,2,31,0
80000,2,3,2,25,0
120000,2,2,3,34,1
20000,1,2,2,43,0
200000,2,3,3,35,0
140000,2,2,3,24,0
50000,1,2,3,52,1
60000,1,2,2,25,0
50000,1,2,2,30,0
200000,2,2,2,33,0
20000,1,2,3,53,1
200000,2,3,3,32,0
350000,2,1,3,49,0
50000,2,1,3,40,1
120000,1,2,3,44,1
150000,1,2,3,35,0
180000,2,2,3,48,0
120000,2,2,2,27,1
130000,2,3,3,55,0
80000,2,2,3,41,0
390000,2,2,3,49,0
50000,2,3,2,27,1
50000,1,2,2,31,0
320000,2,2,3,29,1
50000,2,2,1,48,1
200000,2,2,3,43,0
30000,1,1,2,59,1
290000,2,2,3,36,0
50000,2,1,3,57,0
50000,2,2,3,52,0
140000,1,1,3,45,1
50000,1,2,3,43,1
80000,2,2,2,23,0
50000,2,3,2,31,0
280000,2,2,2,28,0
80000,2,2,3,53,0
60000,2,2,3,29,0
360000,2,3,2,26,0
520000,1,2,2,32,0
210000,2,2,3,43,1
360000,1,3,2,26,0
100000,1,3,2,27,0
50000,2,1,3,45,1
280000,2,2,3,31,0
120000,1,3,2,26,0
50000,1,3,2,29,1
360000,2,3,3,48,0
140000,2,2,3,35,1
130000,1,3,2,25,0
240000,2,3,3,33,0
70000,2,1,2,40,0
80000,1,2,1,45,0
20000,2,4,1,35,0
180000,2,2,2,29,1
80000,1,2,2,25,0
300000,2,2,2,39,0
70000,1,2,2,31,0
180000,2,3,3,30,1
150000,1,2,3,33,0
30000,2,1,2,36,1
180000,2,3,2,24,0
20000,1,2,2,31,0
30000,1,2,2,29,0
500000,1,3,2,38,1
290000,2,3,2,29,0
500000,2,2,3,47,0
150000,1,2,2,37,0
200000,1,3,3,37,1
50000,2,2,2,23,0
180000,2,3,3,47,1
150000,2,3,3,40,0
210000,2,2,2,34,1
30000,2,4,2,23,0
360000,1,1,3,51,0
60000,2,2,3,38,0
230000,2,2,2,25,0
260000,1,1,3,39,0
210000,2,2,2,34,0
200000,2,3,2,42,0
20000,1,2,3,37,0
30000,1,1,2,53,0
180000,2,3,2,32,1
50000,1,2,3,28,1
200000,1,1,3,43,0
140000,2,3,2,27,0
250000,2,3,2,42,0
200000,1,3,3,43,0
80000,2,3,2,30,0
60000,2,1,3,48,0
360000,2,3,2,29,0
50000,1,3,2,23,1
240000,2,1,2,36,0
330000,2,2,2,30,1
50000,2,2,2,25,1
110000,1,1,2,33,1
30000,1,1,2,29,1
20000,1,2,3,36,1
20000,1,3,2,43,1
160000,1,3,2,31,0
80000,1,2,2,24,0
180000,2,3,3,47,0
80000,1,2,2,27,0
150000,1,3,2,30,0
130000,1,3,2,29,1
240000,1,1,2,32,0
400000,2,3,2,28,0
500000,1,2,2,32,0
20000,1,3,2,22,1
240000,1,3,2,35,0
110000,2,2,3,26,1
80000,2,2,2,26,0
50000,1,1,3,58,0
330000,1,3,3,37,0
200000,1,1,3,40,0
230000,2,4,3,32,0
140000,2,2,2,26,1
360000,1,2,3,34,0
70000,1,1,3,46,1
360000,2,2,3,40,0
260000,2,3,2,27,0
80000,2,1,1,29,0
180000,2,2,2,48,0
190000,2,3,2,30,0
190000,1,3,3,50,1
260000,1,3,3,39,0
200000,1,2,2,27,1
340000,2,3,2,47,1
200000,2,2,3,47,0
150000,2,3,3,36,0
100000,1,2,3,40,0
100000,2,2,3,45,1
200000,2,4,2,34,0
230000,1,3,2,39,0
200000,1,3,3,40,0
140000,1,3,2,28,0
30000,1,2,2,24,0
100000,2,2,2,30,0
50000,1,2,3,41,1
330000,2,3,3,41,0
500000,2,3,3,36,1
500000,2,2,2,31,0
50000,2,2,2,28,0
50000,2,3,2,25,0
50000,2,2,3,42,0
20000,1,2,3,51,0
70000,2,1,2,24,0
60000,2,3,2,34,1
230000,1,3,2,36,0
60000,1,1,3,58,0
330000,1,2,3,43,0
500000,2,3,3,35,0
30000,2,1,3,45,0
160000,2,3,3,53,0
110000,1,2,2,40,0
50000,2,3,2,35,0
50000,2,2,3,43,0
20000,1,3,2,25,1
50000,1,2,2,23,0
210000,1,3,2,28,0
500000,2,2,3,30,0
320000,1,1,3,50,0
350000,2,3,2,32,0
50000,1,1,2,27,0
50000,2,2,3,34,0
20000,2,2,3,33,1
80000,2,2,3,47,1
170000,1,3,2,35,0
50000,2,2,3,24,1
400000,1,1,2,49,0
90000,2,2,2,48,1
50000,1,2,2,22,0
60000,2,3,2,24,0
50000,2,2,2,50,0
250000,2,3,3,45,0
320000,2,1,2,53,1
260000,2,3,2,27,0
20000,1,2,2,24,0
50000,1,3,2,25,0
50000,1,2,3,35,0
50000,1,3,2,35,0
150000,2,3,2,27,0
20000,2,2,2,21,1
190000,2,3,3,39,1
250000,1,3,3,46,0
380000,1,3,3,32,0
330000,2,2,2,28,0
50000,2,2,2,31,0
140000,2,3,2,31,0
20000,2,2,2,50,1
70000,2,3,2,28,0
160000,2,3,2,31,0
240000,2,2,3,34,0
300000,2,3,2,27,0
70000,1,2,2,28,0
30000,2,2,3,28,1
390000,2,3,2,32,0
20000,2,2,2,40,0
330000,2,3,3,44,0
420000,2,3,2,29,0
200000,1,3,3,63,0
70000,1,2,2,29,1
180000,2,2,3,40,0
260000,2,1,1,55,0
80000,2,1,2,25,0
250000,2,3,2,32,0
140000,1,3,2,29,0
40000,2,2,2,24,1
50000,2,2,3,36,0
210000,2,2,3,37,0
180000,2,2,3,33,0
50000,1,2,2,45,0
320000,2,2,2,54,0
230000,1,3,3,41,0
160000,2,2,3,40,0
110000,1,2,2,25,0
250000,2,1,3,39,0
20000,2,4,2,37,0
170000,2,3,2,28,0
140000,1,1,3,32,0
60000,2,2,3,42,1
20000,1,3,2,24,1
80000,1,2,3,53,0
60000,1,1,2,34,0
210000,2,4,3,35,0
320000,1,2,2,27,0
50000,2,1,3,55,0
10000,1,2,1,37,0
50000,1,2,2,51,1
140000,2,2,3,33,0
50000,2,2,3,38,0
80000,1,2,3,36,1
300000,2,3,3,36,0
520000,2,3,2,33,1
200000,2,2,1,57,0
200000,2,2,3,35,0
60000,2,2,3,44,0
180000,2,2,3,42,0
120000,2,2,2,24,0
50000,1,2,3,47,0
20000,1,3,2,33,0
10000,1,2,2,27,1
520000,1,3,2,34,0
500000,2,3,3,33,0
50000,1,2,2,24,0
200000,2,2,3,29,0
360000,2,3,2,36,0
400000,2,3,3,48,0
90000,1,2,2,30,0
90000,2,2,2,29,0
200000,2,3,2,29,0
150000,2,3,3,38,1
350000,1,2,2,31,0
500000,1,2,3,31,0
160000,2,2,2,24,0
80000,1,3,2,35,0
130000,1,2,2,38,0
100000,2,1,2,31,0
80000,1,2,3,46,0
50000,2,2,2,24,0
80000,2,3,3,50,0
200000,1,3,2,27,0
330000,2,2,2,28,0
50000,2,3,2,26,1
80000,2,2,2,23,1
270000,2,2,3,33,0
30000,2,1,3,60,0
500000,1,2,2,30,0
60000,2,3,2,26,0
20000,2,2,3,34,0
180000,2,2,2,28,0
30000,2,2,3,38,0
200000,1,3,3,45,0
320000,2,3,2,32,0
210000,2,1,3,28,0
200000,2,3,2,30,0
170000,1,2,2,41,0
50000,1,1,3,42,0
20000,2,2,1,52,0
20000,2,2,3,22,0
580000,2,3,3,31,0
80000,2,1,2,25,0
50000,2,3,3,38,1
30000,1,2,2,31,0
50000,2,2,3,31,1
20000,1,1,2,25,1
100000,2,2,3,41,0
80000,1,1,2,48,0
40000,2,1,3,48,0
80000,2,1,3,27,0
10000,1,1,2,31,0
200000,2,3,3,41,0
50000,2,2,4,28,0
140000,2,1,2,23,0
340000,2,3,3,34,0
220000,1,3,2,28,1
80000,2,3,2,23,1
20000,1,1,2,24,1
500000,1,3,3,36,0
100000,2,2,3,48,0
150000,1,2,3,39,0
360000,1,2,2,27,0
60000,2,2,3,37,0
500000,1,3,3,34,0
270000,2,3,2,27,0
230000,2,2,2,30,0
160000,2,2,2,33,0
20000,1,3,2,26,0
230000,1,2,3,34,0
50000,2,1,2,23,0
500000,2,2,3,52,0
80000,2,1,2,30,0
50000,1,1,1,55,1
20000,1,2,2,29,0
200000,2,3,3,40,0
100000,2,2,3,44,0
390000,2,2,3,44,0
450000,1,2,3,44,0
10000,1,1,3,40,1
270000,1,2,2,29,0
190000,1,3,2,33,0
30000,2,3,2,30,0
360000,2,3,2,28,0
50000,2,2,2,28,0
240000,2,3,3,41,0
150000,1,2,2,26,0
150000,1,2,2,44,0
20000,1,2,2,23,0
50000,1,3,2,24,1
40000,2,2,3,38,0
20000,1,3,2,25,1
150000,2,3,2,29,0
50000,2,2,3,48,0
50000,2,1,3,44,1
50000,1,2,2,23,1
50000,1,1,2,24,1
200000,2,3,2,35,0
200000,1,3,2,37,1
120000,2,1,3,38,0
90000,1,2,2,28,1
30000,2,3,2,24,0
70000,1,3,2,29,0
490000,2,2,3,52,0
50000,1,1,3,39,0
320000,1,2,3,55,0
50000,2,3,2,27,1
140000,2,3,2,25,1
500000,2,2,2,49,0
500000,1,3,3,58,0
50000,1,3,2,34,0
170000,1,1,3,31,0
130000,2,1,3,36,1
150000,2,1,2,27,0
50000,2,3,2,25,0
410000,1,3,3,48,0
60000,2,4,2,33,0
150000,1,1,3,45,0
260000,2,2,3,43,0
230000,1,3,3,40,0
50000,1,2,1,49,0
230000,2,3,2,23,0
280000,2,3,3,44,0
500000,1,2,2,67,0
30000,1,2,3,38,0
330000,2,2,3,31,0
180000,1,3,3,50,0
30000,1,2,2,47,1
200000,1,3,2,36,0
80000,2,1,3,41,0
80000,1,2,2,25,1
100000,2,3,2,27,0
300000,1,3,3,54,0
240000,2,3,3,58,1
50000,2,2,3,49,1
50000,2,1,3,50,0
100000,1,2,3,42,0
110000,1,1,2,40,0
180000,2,2,3,40,0
140000,2,2,2,26,0
80000,1,2,2,28,0
90000,2,3,2,26,0
90000,1,1,3,45,1
240000,2,2,2,41,0
150000,1,3,3,41,0
240000,2,3,2,33,0
80000,1,1,2,34,0
110000,2,2,3,42,0
120000,2,2,2,39,0
360000,2,2,3,42,0
150000,1,4,2,30,0
80000,1,3,3,53,0
140000,1,2,3,47,1
50000,1,2,3,40,0
20000,2,1,3,36,0
240000,2,3,3,29,0
50000,1,3,2,49,0
380000,1,3,3,57,0
30000,1,2,2,49,0
50000,2,2,3,31,0
160000,2,2,3,36,1
50000,1,2,1,53,0
80000,2,1,2,31,0
70000,2,2,2,28,1
200000,1,3,2,29,0
100000,2,1,3,28,1
180000,1,2,2,38,1
360000,1,1,3,53,0
230000,1,3,2,39,0
190000,2,2,3,48,0
260000,1,3,2,32,0
30000,2,2,2,25,0
150000,2,1,2,25,0
80000,2,2,2,34,0
80000,1,2,3,37,1
180000,2,1,3,43,0
350000,2,3,2,33,0
200000,2,1,3,30,0
140000,1,2,2,27,0
20000,1,3,2,25,1
20000,2,1,1,55,1
220000,1,3,2,37,0
290000,2,3,2,36,1
80000,2,1,3,40,0
16000,2,2,3,48,0
100000,2,2,3,33,0
390000,2,2,3,37,0
550000,2,3,2,35,0
80000,2,2,2,31,0
150000,2,2,3,39,0
20000,2,2,3,27,0
20000,2,2,2,21,0
100000,2,1,2,29,0
30000,1,1,2,28,1
80000,2,1,3,47,0
30000,1,3,2,33,1
140000,1,1,2,23,0
200000,1,2,2,32,0
290000,1,3,2,41,0
50000,1,2,2,23,0
260000,2,3,2,28,0
60000,1,2,3,24,0
280000,1,3,3,34,0
100000,2,3,2,36,0
290000,2,1,3,48,0
50000,1,1,3,49,0
150000,1,3,2,66,0
390000,2,3,3,39,0
180000,2,2,3,44,0
290000,2,2,3,55,1
180000,1,2,2,34,0
80000,2,3,2,31,0
450000,2,3,3,42,0
20000,1,2,2,37,0
80000,1,3,2,25,0
100000,2,2,2,36,0
70000,1,1,3,39,0
330000,1,1,3,49,0
200000,1,3,2,30,0
30000,1,3,2,36,0
200000,2,1,3,69,1
80000,2,3,2,27,0
340000,2,3,2,40,0
20000,2,2,2,56,1
130000,2,3,2,29,0
400000,1,3,2,31,0
200000,2,2,3,29,0
80000,2,2,3,47,0
50000,1,1,3,39,0
30000,2,3,2,25,0
70000,2,2,2,22,0
500000,1,3,2,33,0
80000,1,3,2,27,0
120000,1,2,3,40,0
390000,1,3,3,33,0
30000,1,1,3,52,0
70000,2,3,2,30,0
140000,1,1,2,39,0
30000,2,2,3,27,0
190000,2,2,2,25,0
270000,1,3,2,33,0
290000,1,3,2,35,1
50000,1,2,2,29,1
200000,2,3,3,41,0
30000,2,2,2,24,0
150000,1,2,3,29,0
30000,2,1,2,48,1
500000,1,3,3,34,0
20000,2,3,2,23,0
50000,1,1,3,29,0
280000,1,2,2,30,0
80000,1,1,2,24,0
200000,1,3,2,27,0
30000,2,1,3,60,0
30000,2,2,3,24,0
380000,2,2,3,35,0
260000,2,2,2,26,0
50000,1,2,2,22,0
90000,1,1,3,53,0
20000,1,2,3,40,0
10000,1,2,2,27,0
400000,2,2,3,44,0
300000,2,3,2,32,0
150000,2,4,3,25,0
50000,2,2,2,33,0
100000,2,2,2,25,1
150000,2,2,3,38,1
110000,1,2,2,34,0
100000,2,2,2,28,0
50000,1,2,3,33,1
80000,1,3,2,29,0
210000,2,3,2,25,0
140000,2,1,3,60,1
240000,2,3,3,43,0
110000,2,2,2,36,0
100000,2,1,2,48,0
50000,1,2,3,24,0
90000,2,2,3,35,0
150000,1,3,2,33,0
100000,2,2,3,30,1
140000,2,2,3,62,0
230000,2,3,2,33,0
20000,2,2,2,25,1
230000,2,1,2,38,0
150000,1,2,2,26,1
20000,1,2,2,24,0
120000,2,1,3,35,0
30000,2,1,3,58,1
220000,1,3,3,42,0
250000,1,3,3,41,0
80000,1,2,3,34,0
60000,1,3,2,22,0
130000,2,2,3,37,0
400000,1,1,3,43,0
150000,2,2,2,28,0
230000,2,1,3,58,1
70000,2,1,2,24,0
50000,2,2,3,39,0
90000,2,3,3,38,0
30000,2,1,2,49,0
30000,1,2,3,49,0
250000,2,3,2,26,0
30000,2,2,2,23,0
150000,2,2,3,27,0
400000,2,3,2,48,0
30000,2,2,3,52,1
270000,2,3,2,50,0
360000,1,1,3,37,0
80000,2,2,3,23,1
70000,2,2,2,33,0
50000,2,3,2,29,0
220000,2,2,2,38,0
70000,1,2,2,29,1
340000,2,3,3,39,0
20000,2,1,3,43,0
300000,2,2,2,32,0
180000,2,3,2,29,0
60000,1,2,2,33,0
160000,2,2,2,27,1
50000,1,2,2,37,0
100000,2,3,3,38,0
60000,2,1,3,48,0
30000,1,2,2,23,0
500000,2,2,2,33,0
20000,2,2,3,35,0
50000,2,2,2,23,0
180000,2,2,3,35,0
90000,2,2,2,23,0
150000,2,2,3,33,0
30000,1,2,3,44,0
130000,1,1,2,45,0
80000,2,1,3,39,0
210000,2,2,3,33,0
530000,2,3,2,39,0
360000,1,2,3,51,1
140000,2,2,2,36,0
20000,2,2,3,24,0
200000,2,3,3,40,0
40000,2,2,2,25,1
200000,1,1,2,27,0
90000,1,4,2,34,0
410000,1,2,3,45,0
170000,2,1,2,42,0
230000,2,3,3,37,0
210000,2,2,2,42,0
200000,1,2,2,29,0
50000,2,3,2,25,0
130000,1,2,2,42,0
210000,1,2,2,34,0
130000,2,2,2,42,0
80000,2,2,2,41,0
360000,2,2,3,49,0
500000,1,3,3,42,0
60000,2,2,3,53,1
160000,2,2,2,26,0
50000,2,2,2,22,1
50000,1,1,3,33,0
360000,1,3,2,36,0
30000,2,2,2,38,0
20000,2,2,2,27,0
360000,2,3,3,32,1
50000,2,3,2,28,0
460000,2,3,3,43,0
20000,1,2,2,24,0
330000,1,2,3,39,0
200000,2,1,3,29,0
50000,2,2,3,38,1
50000,2,2,3,24,0
50000,1,2,2,24,0
270000,2,2,3,42,0
200000,2,2,3,33,0
300000,2,2,2,28,0
50000,2,3,2,26,0
250000,2,1,3,55,1
400000,1,3,2,33,0
360000,2,3,2,27,0
120000,2,2,3,29,1
50000,2,2,3,49,1
340000,2,2,3,40,0
180000,1,2,2,29,0
50000,2,3,2,23,0
150000,1,2,2,37,0
100000,2,2,3,41,1
200000,2,2,2,28,0
160000,1,2,2,43,0
50000,1,1,3,55,0
150000,2,2,3,40,0
50000,2,1,3,52,0
220000,2,2,2,36,0
30000,2,2,3,23,1
30000,2,2,3,26,1
50000,2,1,2,57,0
160000,2,2,2,35,0
180000,1,3,2,31,0
190000,1,3,3,31,0
480000,2,3,3,39,0
270000,2,3,2,32,0
200000,1,2,2,37,0
80000,1,3,2,38,1
410000,1,2,3,36,0
50000,2,3,2,25,1
50000,2,1,2,42,0
210000,1,3,3,39,1
20000,1,3,2,28,0
150000,2,3,2,28,0
130000,2,3,2,25,1
200000,2,3,2,26,0
110000,2,2,2,23,0
180000,2,3,3,30,1
300000,2,3,3,40,0
360000,1,3,2,32,0
380000,2,2,3,30,0
360000,2,3,2,29,1
80000,1,3,2,28,1
350000,2,3,1,48,0
20000,2,4,3,28,0
320000,2,3,2,35,0
90000,1,1,3,62,0
40000,2,3,2,27,1
50000,2,2,3,40,0
210000,2,3,2,24,0
30000,2,2,2,22,0
310000,2,3,2,27,1
280000,2,2,2,35,0
280000,2,3,3,41,0
260000,2,3,2,33,0
90000,1,2,3,41,0
280000,1,3,3,49,0
360000,2,1,2,34,0
30000,2,1,2,27,1
380000,1,2,3,48,0
80000,2,2,2,22,0
50000,2,3,2,25,1
280000,2,3,3,37,0
120000,2,2,1,37,1
180000,1,3,3,49,0
380000,1,1,2,33,0
110000,2,3,2,27,0
50000,2,2,1,37,0
200000,2,3,2,48,0
200000,1,3,3,44,0
150000,2,3,3,35,0
60000,1,2,3,40,1
200000,2,2,2,30,0
90000,2,2,3,35,1
150000,2,3,2,32,0
20000,1,1,2,23,1
150000,2,1,3,34,0
180000,1,3,2,34,0
470000,1,2,2,34,0
30000,2,1,2,59,1
20000,2,3,2,22,0
400000,2,3,3,36,0
210000,2,3,2,27,0
120000,1,1,3,38,1
160000,2,4,3,42,0
200000,2,3,2,26,0
160000,2,3,2,30,0
160000,2,2,2,37,1
250000,1,1,3,51,0
140000,1,1,3,56,0
330000,2,2,2,30,1
220000,2,3,2,24,1
30000,2,1,3,29,0
260000,1,3,2,35,1
380000,2,2,3,30,0
10000,2,2,2,33,1
190000,2,3,2,44,0
30000,2,2,3,38,0
300000,2,3,3,39,0
20000,1,2,3,27,0
20000,1,2,3,35,0
80000,2,1,2,22,0
240000,1,2,3,33,0
90000,2,1,2,26,0
100000,2,2,3,43,0
320000,1,3,1,32,0
360000,1,2,3,45,0
180000,1,2,3,38,1
300000,1,2,3,40,0
20000,2,3,2,22,0
270000,2,2,2,26,0
20000,2,1,2,49,0
360000,2,2,3,35,0
120000,1,2,3,38,0
130000,2,1,2,27,0
60000,2,1,2,45,0
60000,1,2,3,36,0
120000,2,1,2,31,0
130000,1,1,2,33,0
360000,2,3,3,31,0
10000,1,1,2,24,0
120000,2,3,2,24,0
60000,1,2,2,26,1
240000,2,3,3,40,1
160000,2,2,3,40,0
200000,2,2,3,44,0
300000,1,3,2,29,0
100000,2,2,2,26,0
280000,2,3,3,30,0
190000,2,2,2,26,0
50000,1,2,3,48,0
210000,2,1,3,33,0
120000,2,3,2,26,0
140000,2,3,2,33,0
50000,2,3,2,23,0
150000,2,3,2,31,0
50000,1,3,2,23,0
120000,1,3,3,50,1
240000,2,3,2,29,0
20000,1,3,2,26,0
80000,2,2,2,24,0
140000,2,2,3,28,0
50000,2,2,2,25,0
150000,2,2,1,26,0
90000,2,1,3,53,1
640000,1,3,2,36,0
360000,1,3,2,31,0
130000,2,2,3,33,0
210000,2,3,3,34,0
190000,1,3,2,36,1
150000,2,3,3,44,0
10000,1,1,2,25,0
30000,2,3,3,24,1
200000,1,3,3,67,1
140000,2,3,2,25,1
170000,2,2,2,30,0
20000,2,2,2,24,1
80000,2,2,3,45,0
110000,1,2,3,49,0
150000,2,3,2,28,0
50000,2,2,2,43,0
50000,2,1,3,70,0
50000,1,1,3,50,0
10000,2,2,2,22,1
280000,2,3,2,38,1
50000,1,2,2,42,0
10000,2,3,2,22,0
140000,2,2,3,28,0
140000,1,3,3,34,1
300000,1,3,3,45,0
30000,2,2,3,26,0
200000,1,1,3,47,0
270000,2,2,2,26,1
90000,2,2,1,36,0
10000,1,2,2,26,1
50000,2,1,2,22,0
80000,2,3,2,25,0
110000,2,2,2,26,0
370000,1,3,2,30,0
50000,1,2,2,23,0
10000,1,2,2,37,0
180000,2,3,2,27,0
60000,2,2,3,59,0
90000,2,3,3,43,1
120000,2,3,3,30,0
110000,1,3,2,30,0
280000,2,1,3,61,0
200000,1,3,2,28,0
130000,1,2,2,29,0
200000,2,2,2,28,1
50000,2,2,2,26,1
30000,1,1,3,53,0
230000,2,3,3,30,0
180000,2,3,2,31,0
220000,1,3,3,40,0
